ticker,name,sector,market,index_
ORCL,Oracle Corporation,Information Technology,US,S&P500
OTIS,Otis Worldwide,Industrials,US,S&P500
PCAR,Paccar,Industrials,US,S&P500
PKG,Packaging Corporation of America,Materials,US,S&P500
PLTR,Palantir Technologies,Information Technology,US,S&P500
PANW,Palo Alto Networks,Information Technology,US,S&P500
PSKY,Paramount Skydance Corporation,Communication Services,US,S&P500
PH,Parker Hannifin,Industrials,US,S&P500
PAYX,Paychex,Industrials,US,S&P500
PYPL,PayPal,Financials,US,S&P500
PNR,Pentair,Industrials,US,S&P500
PEP,PepsiCo,Consumer Staples,US,S&P500
PFE,Pfizer,Health Care,US,S&P500
PCG,PG&E Corporation,Utilities,US,S&P500
PM,Philip Morris International,Consumer Staples,US,S&P500
PSX,Phillips 66,Energy,US,S&P500
PNW,Pinnacle West Capital,Utilities,US,S&P500
PNC,PNC Financial Services,Financials,US,S&P500
POOL,Pool Corporation,Consumer Discretionary,US,S&P500
PPG,PPG Industries,Materials,US,S&P500
PPL,PPL Corporation,Utilities,US,S&P500
PFG,Principal Financial Group,Financials,US,S&P500
PG,Procter & Gamble,Consumer Staples,US,S&P500
PGR,Progressive Corporation,Financials,US,S&P500
PLD,Prologis,Real Estate,US,S&P500
PRU,Prudential Financial,Financials,US,S&P500
PEG,Public Service Enterprise Group,Utilities,US,S&P500
PTC,PTC Inc.,Information Technology,US,S&P500
PSA,Public Storage,Real Estate,US,S&P500
PHM,PulteGroup,Consumer Discretionary,US,S&P500
PWR,Quanta Services,Industrials,US,S&P500
QCOM,Qualcomm,Information Technology,US,S&P500
DGX,Quest Diagnostics,Health Care,US,S&P500
Q,Qnity Electronics,Information Technology,US,S&P500
RL,Ralph Lauren Corporation,Consumer Discretionary,US,S&P500
RJF,Raymond James Financial,Financials,US,S&P500
RTX,RTX Corporation,Industrials,US,S&P500
O,Realty Income,Real Estate,US,S&P500
REG,Regency Centers,Real Estate,US,S&P500
REGN,Regeneron Pharmaceuticals,Health Care,US,S&P500
RF,Regions Financial Corporation,Financials,US,S&P500
RSG,Republic Services,Industrials,US,S&P500
RMD,ResMed,Health Care,US,S&P500
RVTY,Revvity,Health Care,US,S&P500
HOOD,Robinhood Markets,Financials,US,S&P500
ROK,Rockwell Automation,Industrials,US,S&P500
ROL,"Rollins, Inc.",Industrials,US,S&P500
ROP,Roper Technologies,Information Technology,US,S&P500
ROST,Ross Stores,Consumer Discretionary,US,S&P500
RCL,Royal Caribbean Group,Consumer Discretionary,US,S&P500
SPGI,S&P Global,Financials,US,S&P500
CRM,Salesforce,Information Technology,US,S&P500
SNDK,Sandisk,Information Technology,US,S&P500
SBAC,SBA Communications,Real Estate,US,S&P500
SLB,Schlumberger,Energy,US,S&P500
STX,Seagate Technology,Information Technology,US,S&P500
SRE,Sempra,Utilities,US,S&P500
NOW,ServiceNow,Information Technology,US,S&P500
SHW,Sherwin-Williams,Materials,US,S&P500
SPG,Simon Property Group,Real Estate,US,S&P500
SWKS,Skyworks Solutions,Information Technology,US,S&P500
SJM,J.M. Smucker Company (The),Consumer Staples,US,S&P500
SW,Smurfit Westrock,Materials,US,S&P500
SNA,Snap-on,Industrials,US,S&P500
SOLV,Solventum,Health Care,US,S&P500
SO,Southern Company,Utilities,US,S&P500
LUV,Southwest Airlines,Industrials,US,S&P500
SWK,Stanley Black & Decker,Industrials,US,S&P500
SBUX,Starbucks,Consumer Discretionary,US,S&P500
STT,State Street Corporation,Financials,US,S&P500
STLD,Steel Dynamics,Materials,US,S&P500
STE,Steris,Health Care,US,S&P500
SYK,Stryker Corporation,Health Care,US,S&P500
SMCI,Supermicro,Information Technology,US,S&P500
SYF,Synchrony Financial,Financials,US,S&P500
SNPS,Synopsys,Information Technology,US,S&P500
SYY,Sysco,Consumer Staples,US,S&P500
TMUS,T-Mobile US,Communication Services,US,S&P500
TROW,T. Rowe Price,Financials,US,S&P500
TTWO,Take-Two Interactive,Communication Services,US,S&P500
TPR,"Tapestry, Inc.",Consumer Discretionary,US,S&P500
TRGP,Targa Resources,Energy,US,S&P500
TGT,Target Corporation,Consumer Staples,US,S&P500
TEL,TE Connectivity,Information Technology,US,S&P500
TDY,Teledyne Technologies,Information Technology,US,S&P500
TER,Teradyne,Information Technology,US,S&P500
TSLA,"Tesla, Inc.",Consumer Discretionary,US,S&P500
TXN,Texas Instruments,Information Technology,US,S&P500
TPL,Texas Pacific Land Corporation,Energy,US,S&P500
TXT,Textron,Industrials,US,S&P500
TMO,Thermo Fisher Scientific,Health Care,US,S&P500
TJX,TJX Companies,Consumer Discretionary,US,S&P500
TKO,TKO Group Holdings,Communication Services,US,S&P500
TTD,Trade Desk (The),Communication Services,US,S&P500
TSCO,Tractor Supply,Consumer Discretionary,US,S&P500
TT,Trane Technologies,Industrials,US,S&P500
TDG,TransDigm Group,Industrials,US,S&P500
TRV,Travelers Companies (The),Financials,US,S&P500
TRMB,Trimble Inc.,Information Technology,US,S&P500
TFC,Truist Financial,Financials,US,S&P500
TYL,Tyler Technologies,Information Technology,US,S&P500
TSN,Tyson Foods,Consumer Staples,US,S&P500
USB,U.S. Bancorp,Financials,US,S&P500
UBER,Uber,Industrials,US,S&P500
UDR,"UDR, Inc.",Real Estate,US,S&P500
ULTA,Ulta Beauty,Consumer Discretionary,US,S&P500
UNP,Union Pacific Corporation,Industrials,US,S&P500
UAL,United Airlines Holdings,Industrials,US,S&P500
UPS,United Parcel Service,Industrials,US,S&P500
URI,United Rentals,Industrials,US,S&P500
UNH,UnitedHealth Group,Health Care,US,S&P500
UHS,Universal Health Services,Health Care,US,S&P500
VLO,Valero Energy,Energy,US,S&P500
VEEV,Veeva Systems,Health Care,US,S&P500
VTR,Ventas,Real Estate,US,S&P500
VLTO,Veralto,Industrials,US,S&P500
VRSN,Verisign,Information Technology,US,S&P500
VRSK,Verisk Analytics,Industrials,US,S&P500
VZ,Verizon,Communication Services,US,S&P500
VRTX,Vertex Pharmaceuticals,Health Care,US,S&P500
VRT,Vertiv,Industrials,US,S&P500
VTRS,Viatris,Health Care,US,S&P500
VICI,Vici Properties,Real Estate,US,S&P500
V,Visa Inc.,Financials,US,S&P500
VST,Vistra Corp.,Utilities,US,S&P500
VMC,Vulcan Materials Company,Materials,US,S&P500
WRB,W. R. Berkley Corporation,Financials,US,S&P500
GWW,W. W. Grainger,Industrials,US,S&P500
WAB,Wabtec,Industrials,US,S&P500
WMT,Walmart,Consumer Staples,US,S&P500
DIS,Walt Disney Company (The),Communication Services,US,S&P500
WBD,Warner Bros. Discovery,Communication Services,US,S&P500
WM,Waste Management,Industrials,US,S&P500
WAT,Waters Corporation,Health Care,US,S&P500
WEC,WEC Energy Group,Utilities,US,S&P500
WFC,Wells Fargo,Financials,US,S&P500
WELL,Welltower,Real Estate,US,S&P500
WST,West Pharmaceutical Services,Health Care,US,S&P500
WDC,Western Digital,Information Technology,US,S&P500
WY,Weyerhaeuser,Real Estate,US,S&P500
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,US,S&P500
WMB,Williams Companies,Energy,US,S&P500
WTW,Willis Towers Watson,Financials,US,S&P500
WDAY,"Workday, Inc.",Information Technology,US,S&P500
WYNN,Wynn Resorts,Consumer Discretionary,US,S&P500
XEL,Xcel Energy,Utilities,US,S&P500
XYL,Xylem Inc.,Industrials,US,S&P500
YUM,Yum! Brands,Consumer Discretionary,US,S&P500
ZBRA,Zebra Technologies,Information Technology,US,S&P500
ZBH,Zimmer Biomet,Health Care,US,S&P500
ZTS,Zoetis,Health Care,US,S&P500
VOO,S&P500（VOO）,インデックス投信,FUND,投信
VTI,全米株式（楽天VTI≈VTI）,インデックス投信,FUND,投信
ACWI,全世界株式（オルカン≈ACWI）,インデックス投信,FUND,投信
QQQ,NASDAQ100（QQQ）,インデックス投信,FUND,投信
